"chrono","MIS","species","country","site","label","side","B","L","location"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv",,"12.5",19,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Ge D1",,16,22,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv He D1D2 10041",,17,23,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv c1c2 10054",,"15.6",20,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Dèb 10053",,"15.5","20.7","Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv 10047",,16,21,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv He 108 D1D2",,15,"20.8","Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Dèb 10056",,16,22,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Gf 24 c1c2 30319",,16,21,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv 31 30415",,"16.7",21,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Dèb 10003",,"17.3",24,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Ebo 10000",,"16.5","22.8","Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Ge 78 D1D2",,"15.6","20.9","Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv 10002",,"16.3",23,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv Dèb 10008",,16,22,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv He 109 D1D2",,"17.4",23,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives",,,"12.8",19,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives",,,"16.4","21.7","Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives",,,"16.5",21,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives",,,"17.4","22.7","Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Conives","Cnv 2000 Hb D1D2 264",,"16.8",23,"Musée Archéologique d’Argentomagus, Indre"
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 B 477","sin","16.5",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10/11 B 162/197","sin",17,23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","E11 B 168","dext",17,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 B 389","dext","16.5",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 B 169","dext",17,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 B 261","dext","15.2",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G7 A 163","sin","16.8","23.4",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F9 C 287","sin",17,"22.2",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 C 280","sin","16.3","23.2",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 C 307","sin",16,23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G7 A 157","sin","16.8",23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G7 A 162","sin",,21,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 A 378","sin","16.8","22.2",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H7 A 47B","sin",,21,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F9 A 28","sin",16,21,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G8 A/B 159","sin",17,"22.4",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H8 B 178","sin",17,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 B 580","sin",15,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G10 B 169","sin",16,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F9 B 184","sin",16,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 B 671","sin","16.8","22.5",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 C 332","dext",,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 C 262","dext","15.5",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H9 C 153","dext","16.5","22.7",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 C 364","dext","16.4","22.6",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 C 330","dext",17,"23.7",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H8 C 204","dext","16.6",23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G5 2","dext",17,23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","HS 12 (4)","dext","16.8",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H7 E 26","dext",16,23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H5 B 1","dext","16.4",23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G6 82","sin",17,"23.3",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F10 C 326","sin","17.3","22.3",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","HS 12 (4)","sin",16,"23.6",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F9 B2 141","sin","15.5","21.8",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H8 270","dext",16,"22.3",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 B 547","dext","15.7",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","E10 B 82","sin",17,24,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F9 B 167","dext","15.5",22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","F9 B 186","sin",17,"21.3",
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","E11 B 225","dext",16,22,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","1842-16","sin",17,24,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","G9 C 584","dext","15.5",23,
"Late Pleistocene",3,"Crocuta crocuta spelaea","France","Fouvent","H7 A 83","dext","15.5",24,
"Late Pleistocene","5e ?","Crocuta crocuta spelaea","France","Peyre","PI TR 7","dext",17,25,"MMSH, LAMPEA, Aix-en-Provence"
"Late Pleistocene","5e ?","Crocuta crocuta spelaea","France","Peyre","PI Ta 4","sin","17.2",22,"MMSH, LAMPEA, Aix-en-Provence"
"Late Pleistocene","5e ?","Crocuta crocuta spelaea","France","Peyre","PI Ro 402","sin",16,23,"MMSH, LAMPEA, Aix-en-Provence"
"Late Pleistocene","5e ?","Crocuta crocuta spelaea","France","Peyre","PI R.B8-9","sin","15.6",21,"MMSH, LAMPEA, Aix-en-Provence"
"Late Pleistocene","5e ?","Crocuta crocuta spelaea","France","Peyre","PI R.cav 8","sin",14,21,"MMSH, LAMPEA, Aix-en-Provence"
